Gene,Mean_Normalized_Counts,condition-cKOvsaFL.log2FC,condition-cKOvsaFL.FC,condition-cKOvsaFL.RawP,condition-cKOvsaFL.FDR,cKO_A2.stabilized,cKO_E1.stabilized,cKO_F1.stabilized,cKO_G1.stabilized,cKO_H1.stabilized,FL_A1.stabilized,FL_B1.stabilized,FL_C1.stabilized,FL_D1.stabilized,miR-15/16 seed-match location,AHC reads
0610007P14Rik,2005.594029,0.296380289,1.228059353,6.35818e-4,0.016416993,11.05813851,11.19978433,11.27972449,11.21314192,11.02217541,10.9716871,10.81439211,10.90104905,10.73595077,NA,NA
0610009B22Rik,332.7869004,0.090257343,1.064560058,0.336891379,0.6117501,8.726351222,8.790925938,8.843071226,8.721261479,8.613584271,8.597244721,8.663203211,8.70419252,8.685542271,Not_3UTR,25
0610009L18Rik,37.17672993,-0.374072412,0.771601358,0.041391373,0.20918717,6.667555207,6.688121161,6.441871789,6.785072997,6.64961398,6.648950406,6.98161019,6.806940785,7.047039627,NA,NA
0610009O20Rik,1335.348516,-0.00449155,0.996891536,0.95499862,0.983416464,10.38964667,10.47203924,10.34608014,10.52333323,10.62028732,10.4465764,10.46753059,10.4919789,10.50577195,NA,NA
0610010F05Rik,605.1040046,0.090691307,1.064880327,0.505373706,0.740873385,9.716705222,9.414072678,9.700180956,9.292725221,9.16994898,9.533784802,9.318153353,9.492406029,9.155209914,NA,NA
0610010K14Rik,26.86009631,-0.08058573,0.945673628,0.665370392,0.838184266,6.467013222,6.633512689,6.36995801,6.591846604,6.698371879,6.531997572,6.675261819,6.536446292,6.664142294,NA,NA
0610030E20Rik,1304.381032,0.040057935,1.028155114,0.696779045,0.858597497,10.442701,10.52420654,10.31426429,10.60392201,10.40708292,10.3518039,10.55401596,10.55252739,10.19470568,NA,NA
0610037L13Rik,1072.158884,-0.236432087,0.84884198,0.057897939,0.247795079,9.834787032,10.16943653,9.947164347,10.07875426,10.25646199,10.203686,10.23244071,10.1293762,10.62927761,3UTR,0
0610038B21Rik,17.94488454,-0.006018043,0.995837299,0.975352801,0.991219224,6.599587654,6.236962218,6.290755957,6.346550867,6.40219548,6.421260191,6.274532675,6.493680919,6.358419267,NA,NA
0610040B10Rik,29.73321951,-0.068694455,0.953500463,0.716156735,0.869618892,6.446318335,6.652060986,6.681582082,6.372103064,6.845659514,6.611575771,6.622866977,6.689961133,6.700537871,NA,NA
1010001B22Rik,5.188519499,-0.074769933,0.949493525,0.645972191,0.827345545,5.99647745,5.798364111,6.098825601,5.491007067,6.072965859,6.100601603,5.857199134,5.925560861,6.108906869,NA,NA
1110002J07Rik,26.55521521,-0.318156521,0.802094141,0.089478269,0.310746848,6.309638288,6.469953017,6.627242423,6.55209742,6.465819856,6.611575771,6.548134872,6.672073702,6.81842317,NA,NA
1110002L01Rik,231.0970665,0.294647126,1.226584926,0.028518833,0.171063543,8.508576664,8.346570808,8.490971138,8.463180747,8.192720576,8.157798139,8.292938252,8.259189888,7.844445075,NA,NA
1110004E09Rik,1038.097092,-0.223670695,0.856383738,0.089518357,0.310746848,10.06799688,10.02770895,10.08292055,9.80542832,10.12826776,10.19617793,10.01099664,10.09039845,10.66603031,NA,NA
1110004F10Rik,2795.548793,-0.043554458,0.970261506,0.479145062,0.722596234,11.39596852,11.45122224,11.55841194,11.50558675,11.45810394,11.56573518,11.50107069,11.51473287,11.48962095,Not_3UTR,0
1110008F13Rik,3876.2936330000002,-0.135095634,0.910609469,0.270661512,0.545336325,12.02240068,11.86512908,11.94202245,11.6628801,11.91038465,12.17295842,11.7438772,11.82298217,12.31742953,NA,NA
1110008L16Rik,383.6323346,-0.131285111,0.913017798,0.164955744,0.421849965,8.846032161,8.807684735,8.924220249,8.813217065,8.71052869,9.033797035,8.950307905,8.945033955,8.80986507,NA,NA
1110008P14Rik,638.5229621,-0.297492131,0.813665581,0.026370918,0.163115932,9.096250683,9.416247005,9.223950189,9.368348439,9.636269432,9.571106125,9.60317009,9.469489246,9.96266544,NA,NA
1110012L19Rik,362.1755038,-0.21040812,0.864292699,0.050331593,0.231801444,8.623401719,8.856801615,8.694154693,8.622888729,8.786004245,8.906818663,8.927276834,8.725611348,9.050113572,NA,NA
1110019D14Rik,27.11702073,0.143269928,1.104405462,0.438333621,0.693606016,6.563663201,6.614595564,6.765964026,6.572187673,6.562361423,6.51095711,6.528454511,6.689961133,6.409372874,Not_3UTR,0
1110020A21Rik,21.09535666,-0.307198489,0.808209666,0.116638528,0.353765385,6.141388017,6.492117111,6.232750909,6.510518178,6.40219548,6.264583821,6.548134872,6.61633355,6.752741169,NA,NA
1110025M09Rik,21.23220179,0.175922186,1.129686282,0.352042441,0.625438668,6.617041667,6.423804491,6.394648605,6.55209742,6.505718567,6.372486226,6.487729763,6.401155331,6.384304705,NA,NA
1110032A03Rik,253.6957463,-0.131594038,0.912822313,0.270016448,0.544921159,8.21402378,8.309036025,8.444839361,8.428928826,8.334974838,8.321783183,8.68404034,8.444143459,8.361131357,NA,NA
1110032F04Rik,1455.189069,-0.670011928,0.628501491,2.04e-7,2.92e-5,10.07921713,10.38730394,9.891215057,10.3013484,10.41003866,10.72382348,10.99556376,10.83028735,11.19636179,Not_3UTR,0
1110034G24Rik,252.3267606,-0.34292941,0.788438751,NA,NA,7.92137239,8.230769013,8.17250257,8.362345247,8.424941286,8.229760568,8.394052724,8.524076005,9.009349344,3UTR,1
1110035H17Rik,6.707630656,-0.193526106,0.874465817,0.298815346,0.576265838,5.952825753,5.975619219,5.972848937,6.17101591,5.848885414,6.171315241,6.048404186,6.02223266,6.145775443,NA,NA
1110037F02Rik,4427.180582,0.116192915,1.083870891,0.209561781,0.474584604,12.23375297,12.14321948,12.22869751,12.27159621,12.08282002,12.06252287,12.18677258,12.18999812,11.82017234,NA,NA
1110038B12Rik,1812.458093,0.064182489,1.045492338,0.618355946,0.810939431,10.94834706,10.99478247,11.11947545,10.75781705,10.76270234,10.89576848,10.52290449,10.73076761,11.18342417,3UTR,1
1110038F14Rik,1174.363808,-0.309267012,0.807051693,0.021968289,0.14700371,9.957470751,10.12770399,9.911122186,10.19246894,10.46317874,10.33024929,10.32283127,10.38503789,10.81443384,3UTR,0
1110046J04Rik,5.227476087,0.046186218,1.032531803,0.786206967,0.905356038,5.99647745,5.924861382,6.16934025,5.9234539,5.903899169,5.707933766,5.857199134,6.139823135,6.027133166,NA,NA
1110051M20Rik,301.7070038,-0.349022135,0.785116073,0.003894914,0.053130216,8.181280381,8.453452981,8.383829869,8.500736017,8.674538072,8.686662055,8.731494416,8.770932515,8.836808615,3UTR,0
1110059E24Rik,1193.504218,-0.378352322,0.769315712,4.96196e-4,0.013849169,10.05416325,10.10233989,10.24362234,10.12558794,10.16724079,10.52654581,10.3670453,10.3410782,10.81527298,NA,NA
1110059G10Rik,775.1427352,-0.194640086,0.873790856,0.12019247499999999,0.358999565,9.435007923,9.7045526,9.700180956,9.571894721,9.859163263,9.679368859,9.896361061,9.665459163,10.14345918,NA,NA
1110065P20Rik,564.4990881,-0.303888521,0.810066066,0.021241904,0.144517207,9.241534631,9.431375438,9.049008964,9.052343282,9.20912785,9.517774876,9.372256113,9.257051535,9.82255483,NA,NA
1190002N15Rik,1832.159923,0.171793703,1.12645814,0.210395684,0.475265318,11.24164347,10.84926767,11.28148694,10.86016964,10.59972863,11.02840141,10.71698099,10.7839135,10.63309057,Not_3UTR,23
1190005I06Rik,8.926679988,-0.120152844,0.920090168,0.522619904,0.750520938,5.904420195,6.173205179,6.098825601,5.9234539,6.283306607,6.136990458,6.327209153,6.02223266,6.145775443,NA,NA
1190007I07Rik,406.4495848,-0.346220505,0.786642204,0.00227134,0.038136087,8.785924104,8.898033304,8.78068231,8.724776235,8.77060946,9.147751871,9.017240527,8.889344832,9.34933515,NA,NA
1300002E11Rik,509.392284,-0.073155927,0.950556359,0.477350486,0.722051675,9.130375644,9.079703556,9.186608155,9.185228878,9.345604735,9.075550503,9.342211303,9.382917491,9.204986337,NA,NA
1500002C15Rik,23.63545295,0.050665323,1.035742463,0.794955562,0.910096197,6.357891984,6.399726254,6.318093011,6.800921391,6.666139738,6.489400114,6.548134872,6.57725826,6.358419267,NA,NA
1500004A13Rik,28.41069752,-0.582986901,0.667580213,0.002733368,0.043478129,6.202286357,6.652060986,6.36995801,6.591846604,6.171718376,6.684924044,6.91626114,6.883077799,6.700537871,3UTR,0
1500009L16Rik,2073.078909,0.211979568,1.158276402,0.072573747,0.278185728,11.22996147,11.16221196,11.27442416,11.03838188,11.15546076,10.85268056,10.79321944,10.7575856,11.31558297,NA,NA
1500011B03Rik,456.3263317,0.170931211,1.125784907,0.139911208,0.386667837,9.004547269,9.183128422,9.116823501,9.207885529,9.2383783,9.033797035,9.011781711,8.700590864,9.181624556,TS,88
1500011K16Rik,368.6021538,-0.308248884,0.80762144,NA,NA,8.630275755,8.714729199,8.620891543,8.580751268,8.840077237,8.916055923,8.663203211,8.781187839,9.463343571,NA,NA
1500015A07Rik,119.1869394,-0.080682324,0.945610314,0.589809995,0.795380856,7.358171587,7.617964489,7.728331124,7.433835517,7.842283282,7.697252461,7.731248218,7.667739612,7.58059235,Not_3UTR,0
1500035N22Rik,5.427323892,0.567814642,1.482276554,6.83144e-4,0.01733351,6.07369536,6.102301173,6.36995801,6.136705723,5.848885414,5.79750013,5.702805913,5.491007067,5.710928216,NA,NA
1520401A03Rik,5.173080831,0.241512944,1.182231809,0.172745461,0.432179974,5.904420195,6.138788247,5.922376717,6.061500293,6.10775398,5.974264508,5.962922352,5.798861498,5.801722886,NA,NA
1600002H07Rik,615.8132427,0.043468239,1.030588385,0.6949255,0.857310123,9.319565139,9.539014435,9.353073542,9.508559375,9.632892804,9.373934553,9.229434692,9.502702684,9.602470584,Not_3UTR,11
1600002K03Rik,437.7759571,-0.226833029,0.854508632,NA,NA,8.754883516,8.928953259,8.800683071,8.7628715,9.251678861,8.9936887,8.953160679,8.7362,9.768013985,3UTR,0
1600012H06Rik,520.6954569,0.137302313,1.099846595,0.121677252,0.36107585,9.302589817,9.279554199,9.405956024,9.363877396,9.1368552179999991,9.152957281,9.154755023,9.161316847,9.230502757,NA,NA
1600014C10Rik,1258.01735,-0.210292329,0.86436207,0.012370903,0.107093751,10.21311347,10.25186558,10.36061606,10.34042746,10.32593725,10.3674822,10.64351033,10.43521911,10.5618636,3UTR,5
1600020E01Rik,469.9454697,-0.04986542,0.966026439,0.671798431,0.84290523,9.030619321,9.16510936,9.032240852,9.109672802,9.148762854,8.903726152,9.184129118,9.021801522,9.419711148,NA,NA
1700001G11Rik,20.18581067,-0.014244744,0.990174881,0.94170366,0.97779583,6.380929746,6.173205179,6.663806747,6.44418066,6.445148498,6.444593076,6.327209153,6.425268945,6.566593992,NA,NA
1700001G17Rik,6.741877717,0.05093348,1.035934997,0.778594405,0.901826417,5.99647745,6.173205179,6.201809287,5.797363301,6.035834653,6.019900785,6.155486532,5.86769505,6.027133166,NA,NA
1700001L05Rik,15.88141699,0.192940098,1.143090873,0.31702355,0.593056434,6.487216191,6.513728185,6.464510319,6.346550867,6.072965859,6.293068213,6.487729763,6.206989995,5.929584598,3UTR,1
1700001O22Rik,55.2848058,0.214271677,1.160118098,0.180742233,0.442182833,7.024425994,7.16455597,7.189496789,7.052268789,6.925028591,6.891879941,6.968845143,6.853275403,7.047039627,Not_3UTR,0
1700003M07Rik,6.970961955,0.442256268,1.358727616,0.01847985,0.134016053,6.141388017,6.138788247,6.262349823,6.17101591,5.995842528,5.86603239,5.857199134,5.925560861,5.980885137,Not_3UTR,0
1700007K13Rik,32.87360876,0.371300901,1.293518692,0.042066346,0.210780617,6.74633263,6.804942959,6.797842163,6.736003471,6.803642018,6.801471346,6.444987576,6.5570819,6.409372874,NA,NA
1700007L15Rik,46.57231775,-0.330592161,0.795210019,0.043313949,0.213431051,6.860920397,6.772912657,6.749645064,6.684417596,6.962644334,6.988609926,6.968845143,7.020990772,7.047039627,NA,NA
1700008J07Rik,92.26435521,-0.045404188,0.969018297,0.777043845,0.901689104,7.418550949,7.475383249,7.036148589,7.415485068,7.574421264,7.434594994,7.497562025,7.265759613,7.511972784,NA,NA
1700008O03Rik,5.846179802,-0.221409294,0.857727158,0.203496198,0.468442004,5.849337781,6.102301173,5.796597378,6.019666398,5.848885414,5.86603239,6.00750937,6.103279532,6.27502863,NA,NA
1700010I14Rik,126.1521106,-0.056778182,0.961408736,0.681254678,0.848762698,7.789003711,7.577643311,7.534259996,7.703827483,7.721813727,7.831382013,7.585383994,7.55570731,7.851262068,Not_3UTR,0
1700012B09Rik,5.297788327,-0.140317757,0.907319294,0.419314914,0.680998666,5.99647745,5.867087588,5.922376717,5.707836741,6.10775398,5.974264508,5.913474195,6.02223266,6.180550254,NA,NA
1700016L21Rik,14.04481189,-0.24897387,0.84149472300000006,0.20034718,0.465048925,5.99647745,6.173205179,6.13511179,6.320118395,6.379834956,6.203875162,6.187317197,6.493680919,6.524493116,Not_3UTR,0
1700017B05Rik,3504.910955,0.202352366,1.150572877,0.001656275,0.031372332,11.94286922,11.86314639,11.84446877,11.8547196,11.98026247,11.77650683,11.65889863,11.69373915,11.64866738,NA,NA
1700018L02Rik,5.252172727,-0.10508624,0.929749364,0.494519038,0.73498034,5.783832589,6.138788247,5.707293634,5.974049955,5.952244695,5.491007067,6.048404186,6.174293099,6.108906869,NA,NA
1700019D03Rik,30.58040309,-0.393384902,0.761341222,0.041292445,0.208997863,6.74633263,6.722903004,6.464510319,6.203562058,6.379834956,6.785617119,6.832282753,6.806940785,6.700537871,NA,NA
1700020D05Rik,14.50153473,0.129080391,1.093596394,0.507976867,0.742768025,6.380929746,6.423804491,6.201809287,6.466870231,6.140576422,6.061752769,6.327209153,6.448695455,6.108906869,NA,NA
1700020I14Rik,5065.261531,0.032460633,1.02275503,0.759470472,0.892604525,12.54287391,12.23530834,12.29852127,12.43723765,12.19120954,12.24588503,12.46372268,12.42899146,12.07811981,NA,NA
1700020L24Rik,48.92886797,0.044933738,1.031635796,0.806549464,0.915608481,6.847264203,6.924139044,6.681582082,6.987993208,7.225789107,6.667103969,6.994231176,6.940325226,7.034048843,NA,NA
1700021A07Rik,56.58166681,0.097686755,1.070056337,0.568558653,0.781131527,7.177562581,6.924139044,7.144415563,7.124925309,6.912198237,7.137272738,6.832282753,6.83805573,7.146014586,NA,NA
1700021F05Rik,432.9199553,-0.441421731,0.736408543,4.43588e-4,0.012731066,8.723145054,8.837358981,8.890453451,8.67475381,8.942395964,9.126737909,9.062813108,9.145595385,9.558920574,NA,NA
1700025G04Rik,1998.40584,-0.042699062,0.97083696,0.602323607,0.802615433,10.94290435,10.9543648,10.86192954,11.09522004,11.16539993,11.06797888,11.02276458,11.03293135,11.08041152,TS,0
1700028E10Rik,10.71476503,-0.336243621,0.792101041,NA,NA,6.07369536,6.138788247,6.13511179,6.136705723,6.035834653,6.136990458,6.274532675,6.206989995,6.457312602,NA,NA
1700028J19Rik,23.09982494,0.377954737,1.299498292,0.043070401,0.21320711,6.526262631,6.633512689,6.608419317,6.55209742,6.598246221,6.444593076,6.246676517,6.448695455,6.409372874,NA,NA
1700028N14Rik,5.435639769,-0.278400463,0.824504651,0.122732761,0.36278321,5.952825753,6.021380716,5.707293634,5.865865276,5.952244695,6.136990458,6.048404186,6.103279532,5.980885137,NA,NA
1700029I15Rik,39.4517377,0.191658364,1.142075766,0.286289842,0.562731877,6.847264203,6.880980099,6.663806747,6.76897723,7.034270983,6.592317481,6.675261819,6.724790521,6.909838148,NA,NA
1700029J07Rik,23.15504464,-0.015558382,0.989273693,0.934338148,0.975126216,6.467013222,6.555427406,6.508060812,6.488969751,6.48599996,6.264583821,6.548134872,6.597001032,6.586934373,Not_3UTR,1
1700030C10Rik,14.03489492,-0.285212548,0.8206207,0.109444867,0.343039915,5.99647745,6.322764394,5.707293634,6.26424524,6.283306607,6.397243442,5.962922352,6.493680919,6.664142294,NA,NA
1700030J22Rik,9.439593897,-0.011131468,0.992313944,0.953081368,0.982409171,6.284288629,6.063346906,6.098825601,6.17101591,6.072965859,6.203875162,6.301343128,6.174293099,5.801722886,TS,0
1700030K09Rik,294.0161302,-0.047492561,0.96761661,0.642295532,0.825258047,8.427757745,8.580407429,8.66530543,8.576857135,8.471670404,8.501743699,8.609719039,8.689730333,8.536844409,Not_3UTR,0
1700034H15Rik,12.27798134,0.096210595,1.06896202,0.619030497,0.811387876,6.284288629,6.295280764,6.394648605,6.019666398,6.257064992,5.974264508,6.121934527,6.401155331,6.244964895,NA,NA
1700037C18Rik,136.9035448,-0.25187387,0.839804911,NA,NA,7.331369715,7.816521186,7.550900859,7.666364429,7.860346208,7.726643088,7.843674942,7.564039184,8.298894063,NA,NA
1700037H04Rik,1247.776839,-0.130575832,0.91346678,0.339797367,0.614690634,10.0928129,10.52621431,10.06116635,10.33360781,10.51259513,10.45078726,10.27947472,10.24524761,10.8000932,TS,82
1700040L02Rik,48.09265188,-0.097733207,0.934500145,0.577932942,0.788339806,6.715567471,6.924139044,7.010638949,6.919804085,6.886074365,6.891879941,6.98161019,6.724790521,7.181074992,NA,NA
1700042O10Rik,9.111884215,-0.039847647,0.972757668,0.83707088,0.93052634,6.202286357,6.102301173,6.13511179,6.17101591,5.995842528,6.136990458,6.048404186,6.103279532,6.27502863,NA,NA
1700048O20Rik,108.3094685,-0.201969392,0.869363004,NA,NA,7.275949692,7.49300486,7.420455455,7.487338932,7.653698408,7.479349569,7.4725255840000004,7.405052513,8.087649368,NA,NA
1700052K11Rik,212.7848686,-0.04241834,0.971025885,0.726766433,0.874924624,8.223237819,8.126240491,8.228440338,8.193300793,8.192720576,8.455695721,8.158949661,8.244270468,8.017358964,NA,NA
1700055D18Rik,13.42052774,-0.051389595,0.965006393,0.792726064,0.909157301,6.357891984,6.447196809,6.060086965,6.234576773,6.10775398,6.346923553,6.2176536,6.350630896,6.213534736,NA,NA
1700056E22Rik,25.01625452,-0.30237417,0.810916813,NA,NA,6.563663201,6.575575196,6.290755957,6.26424524,6.505718567,6.592317481,6.399938782,6.57725826,6.938666692,NA,NA
1700056N10Rik,19.66571191,-0.313634946,0.804611941,0.109281875,0.342924205,6.487216191,6.102301173,6.262349823,6.203562058,6.525002511,6.467291762,6.640652034,6.672073702,6.303878464,NA,NA
1700061G19Rik,9.699254941,0.0766083,1.054535966,0.67780222,0.846804004,6.403316082,5.867087588,6.232750909,5.9234539,6.283306607,5.974264508,6.187317197,6.139823135,6.180550254,NA,NA
1700065D16Rik,17.42273726,0.067099334,1.047608256,0.731203814,0.87716079,6.506957037,6.492117111,6.441871789,6.26424524,6.201401631,6.320480186,6.2176536,6.350630896,6.502672288,NA,NA
1700066B19Rik,280.3540903,-0.018515597,0.987247971,0.89236938,0.955608155,8.325004347,8.536664746,8.286982394,8.656449254,8.66456072,8.538323406,8.311061077,8.435457164,8.757918598,NA,NA
1700066M21Rik,527.2875234,0.204794866,1.15252246,0.008841205,0.088578377,9.357037804,9.376594145,9.335002135,9.350379732,9.284397879,9.072804748,9.19619189,9.142958192,9.210126272,TS,0
1700067K01Rik,23.26305885,0.307661296,1.23769968,0.111974461,0.348033477,6.715567471,6.73984914,6.36995801,6.466870231,6.562361423,6.467291762,6.246676517,6.324079199,6.545789776,NA,NA
1700084E18Rik,28.66519076,-0.088450826,0.940532156,0.642901588,0.825399943,6.581800489,6.688121161,6.486560375,6.719103664,6.445148498,6.552552764,6.69211499,6.401155331,6.865107969,3UTR,1
1700086O06Rik,76.16459951,-0.19149353,0.875698697,NA,NA,7.247266997,7.187188962,7.274863397,7.148171395,7.090694507,7.310153363,7.078846727,7.167005207,7.684876776,NA,NA
1700092M07Rik,11.62022046,-0.035750329,0.97552427,0.854695126,0.938921948,6.357891984,6.295280764,6.13511179,6.061500293,6.140576422,6.234902932,6.121934527,6.174293099,6.358419267,NA,NA
1700096K18Rik,55.79340014,0.144376781,1.1052531,0.404067874,0.668851367,7.146395433,7.093927655,7.085520125,7.101208491,6.886074365,6.648950406,7.006711937,7.033890084,7.134092599,NA,NA
1700097N02Rik,379.2144217,-0.274696359,0.826624278,NA,NA,8.719931581,8.888624253,8.605769575,8.615320788,8.816299674,8.866079837,8.718098307,8.905034718,9.424134765,NA,NA
1700102P08Rik,24.5309004,0.03783596,1.0265728139999999,0.843902285,0.933326388,6.334148822,6.772912657,6.508060812,6.420857192,6.615681097,6.421260191,6.487729763,6.515323102,6.645420203,Not_3UTR,0
1700109H08Rik,72.80079235,0.006752223,1.004691254,0.965130218,0.987865655,7.366978284,7.117946684,7.344941511,7.101208491,7.1549691,7.349787052,7.200468789,7.084079396,7.226272151,NA,NA
1700113A16Rik,91.66645234,-0.276312406,0.825698846,0.087894853,0.307992011,6.964366962,7.294364196,7.325323422,7.460869822,7.449626316,7.434594994,7.630880554,7.376494537,7.605411139,NA,NA
1700120C14Rik,20.17139356,-0.347506869,0.785941115,0.070364235,0.273532316,6.230721361,6.423804491,6.318093011,6.396850185,6.379834956,6.397243442,6.487729763,6.515323102,6.718243385,NA,NA
1700123M08Rik,39.00245604,-0.394372797,0.760820067,0.021297297,0.144532557,6.581800489,6.722903004,6.69904009,6.629961318,6.774658828,6.920396921,6.846745409,6.806940785,7.047039627,NA,NA
1700123O20Rik,1199.510145,-0.097216322,0.934835015,0.296519674,0.574433249,10.14357279,10.33327224,10.37830721,10.30018279,10.26954323,10.46126084,10.26244498,10.25135154,10.53765547,Not_3UTR,14
1700124L16Rik,12.04107881,-0.155889739,0.897578648,0.423970089,0.684307163,6.202286357,6.349276525,6.060086965,6.061500293,6.229802738,6.203875162,6.422772299,6.103279532,6.331640244,3UTR,5
1810006J02Rik,29.52446493,-0.309771356,0.806769609,0.097350414,0.324257265,6.581800489,6.595290151,6.418601055,6.629961318,6.48599996,6.702425783,6.466627394,6.806940785,6.880225238,NA,NA
1810009A15Rik,12.92535504,0.172822515,1.127261725,0.377095074,0.646068658,6.141388017,6.266721519,6.262349823,6.420857192,6.35682388,6.264583821,6.2176536,6.296554337,5.980885137,NA,NA
1810010H24Rik,16.41803501,-0.10579603,0.929292049,0.589039271,0.794814375,6.141388017,6.399726254,6.464510319,6.203562058,6.35682388,6.552552764,6.422772299,6.174293099,6.331640244,NA,NA
1810011H11Rik,59.14372205,-0.818233689,0.56713587,7.18e-6,5.11169e-4,6.667555207,6.965660376,6.549548142,6.800921391,6.803642018,7.612853612,7.101919385,7.14390396,7.485261829,NA,NA
1810013L24Rik,1109.265782,0.258276586,1.196049075,0.001848578,0.033791219,10.45327274,10.28901034,10.40875299,10.3094813,10.1846126,10.15545928,10.08004546,10.07119658,10.01333873,TS,190
1810014B01Rik,89.67037364,-0.399258492,0.758247903,0.009917295,0.094602209,7.349301949,7.252626753,7.24355427,7.26848848,7.144498274,7.762483416,7.608331737,7.265759613,7.467137813,NA,NA
1810019N24Rik,5.969994645,0.127343324,1.092280449,0.488614134,0.730477324,5.99647745,6.102301173,5.972848937,6.061500293,6.072965859,5.923646332,5.913474195,6.139823135,5.871189572,NA,NA
1810021B22Rik,9.747735252,-0.072537926,0.950963632,0.707523121,0.864616268,5.99647745,6.205852041,5.972848937,6.234576773,6.229802738,6.136990458,6.246676517,6.064264584,6.244964895,NA,NA
1810022K09Rik,519.4697358,-0.388045571,0.764164122,0.002991378,0.045917313,8.883776382,9.198394094,9.189128279,8.95730633,9.045499887,9.201482881,9.509831062,9.254612798,9.741716473,NA,NA
1810024B03Rik,57.09605163,-0.464529093,0.724707589,0.004324361,0.057105458,6.819411648,6.951992652,6.813420381,6.961218959,6.950247633,7.18288579,7.241778228,6.967866557,7.352552212,NA,NA
1810026B05Rik,842.4988711,-0.095619514,0.935870285,0.430625896,0.688191797,10.15304145,9.804061919,9.686019306,9.613868289,9.766742378,9.752958434,10.06832957,9.907582037,9.913283011,3UTR,79
1810026J23Rik,1466.588308,0.011911412,1.00829054,0.849987729,0.936322138,10.57354542,10.58132439,10.68319237,10.59634787,10.60317552,10.64977186,10.57254941,10.55252739,10.60909228,NA,NA
1810030O07Rik,1770.087492,0.036946792,1.025940307,0.578280683,0.788378692,10.86374591,10.87390696,10.95175896,10.88912221,10.79921805,10.85665131,10.84748214,10.89716447,10.75444541,Not_3UTR,0
1810032O08Rik,775.5137042,-0.087741683,0.940994579,0.517955191,0.748108602,9.582768739,9.758595584,9.611160746,9.688955975,9.894809459,9.576911086,9.610380992,9.706979221,10.2215619,Not_3UTR,14
1810034E14Rik,139.5296565,-0.432582579,0.740934246,0.002514492,0.041151742,7.507941186,7.411701153,7.721097202,7.521795952,7.884057151,8.001433686,7.875013295,7.949800803,8.017358964,NA,NA
1810037I17Rik,2808.348529,-0.261080811,0.834462538,0.041265479,0.208997863,11.24772505,11.47997359,11.34016347,11.24738104,11.49194648,11.48033023,11.55562197,11.41233828,12.06795132,NA,NA
1810041H14Rik,46.29672744,-0.507684314,0.703350488,0.002596673,0.041987213,6.761370534,6.756515251,6.69904009,6.752624233,6.789252042,6.988609926,7.113286157,6.853275403,7.237310467,NA,NA
1810043G02Rik,224.2606116,-0.037854002,0.974102841,0.747866171,0.886514419,8.128196623,8.275337923,8.156843559,8.348637356,8.330743765,8.229760568,8.188778626,8.213938897,8.477827325,NA,NA
1810044D09Rik,87.05401427,-0.37343554,0.771942054,0.034027483,0.186903787,6.964366962,7.402334919,7.325323422,7.064699838,7.301933364,7.434594994,7.48927118,7.222867507,7.851262068,NA,NA
1810055G02Rik,350.4476464,0.283395347,1.217055827,0.007165009,0.077644715,8.804226304,8.953212863,8.905901775,8.933276424,8.758171669,8.701027876,8.550331608,8.757141879,8.46485013,NA,NA
1810058I24Rik,1872.017518,-0.295269717,0.814919966,0.024158077,0.155563376,10.5962665,10.86044729,10.67784702,10.77804096,10.9784021,11.00926801,10.92738806,10.89014572,11.5130751,NA,NA
1810062G17Rik,15.45477209,0.072340034,1.051420693,0.709695027,0.866103048,6.334148822,6.399726254,6.344464481,6.26424524,6.35682388,6.264583821,6.399938782,6.174293099,6.358419267,NA,NA
1810062O18Rik,31.17366808,-0.23684667,0.848598086,0.19057237,0.454219382,6.699822032,6.633512689,6.441871789,6.70191271,6.48599996,6.702425783,6.724981432,6.653851188,6.834214977,NA,NA
2010001A14Rik,97.35552255,-0.449454613,0.732319637,0.009190605,0.090181987,7.135820852,7.153075378,7.335171421,7.182203996,7.55947081,7.25874029,7.703346729,7.660049536,7.884835776,NA,NA
2010005H15Rik,8.161150481,0.034974892,1.024538992,0.845259688,0.934217699,5.952825753,6.295280764,6.098825601,5.974049955,6.171718376,5.79750013,6.301343128,6.174293099,5.929584598,NA,NA
2010007H06Rik,10.54668027,0.001128377,1.000782437,NA,NA,6.172567503,6.102301173,6.13511179,6.292717774,6.201401631,6.061752769,6.444987576,6.139823135,5.980885137,NA,NA
2010015M23Rik,22.61330961,-0.090726205,0.939049943,0.637879707,0.822713666,6.446318335,6.469953017,6.529046345,6.320118395,6.562361423,6.702425783,6.274532675,6.471484756,6.586934373,NA,NA
2010016I18Rik,917.3479966,-0.143688379,0.905201965,0.312902885,0.588993353,10.05289902,9.865706032,9.748673851,9.885416204,9.94054732,9.751249464,10.42328014,10.2317271,9.689465738,NA,NA
2010107E04Rik,2900.59766,-0.303746844,0.810145621,NA,NA,11.22212055,11.45544005,11.42870939,11.1894363,11.55021711,11.55404936,11.55887678,11.36532359,12.27568887,NA,NA
2010107G23Rik,27.15549167,0.021888847,1.015287875,0.904638557,0.96144498,6.563663201,6.595290151,6.608419317,6.572187673,6.615681097,6.444593076,6.741017502,6.536446292,6.566593992,NA,NA
2010109A12Rik,7.112171318,0.02289188,1.015993998,0.900984001,0.959394176,6.108525823,6.021380716,6.13511179,6.019666398,6.035834653,5.86603239,5.857199134,6.139823135,6.244964895,NA,NA
