Gene,Mean_Normalized_Counts,condition-cKOvsaFL.log2FC,condition-cKOvsaFL.FC,condition-cKOvsaFL.RawP,condition-cKOvsaFL.FDR,cKO_A2.stabilized,cKO_E1.stabilized,cKO_F1.stabilized,cKO_G1.stabilized,cKO_H1.stabilized,FL_A1.stabilized,FL_B1.stabilized,FL_C1.stabilized,FL_D1.stabilized,miR-15/16 seed-match location,AHC reads
Gm10644,24.46226885,0.131234649,1.095230591,0.483139292,0.726043577,6.581800489,6.469953017,6.441871789,6.629961318,6.666139738,6.346923553,6.528454511,6.515323102,6.566593992,NA,NA
Gm10654,7.866568308,-0.12643748,0.916090809,0.504887561,0.740631255,6.141388017,5.867087588,6.201809287,6.019666398,5.995842528,6.019900785,6.121934527,6.139823135,6.213534736,NA,NA
Gm10658,14.24457437,-0.235335033,0.849487702,0.228979098,0.496943577,6.425098339,6.205852041,6.13511179,6.136705723,6.229802738,6.421260191,6.327209153,6.296554337,6.384304705,3UTR,1
Gm10676,378.5001406,-0.113599498,0.924279123,0.365926698,0.637045967,8.813289307,8.820950203,8.575028241,8.779853448,9.024951673,8.801022244,9.054876289,8.714942604,9.061549004,NA,NA
Gm10702,7.098739602,0.027615221,1.019325784,NA,NA,5.952825753,5.975619219,6.13511179,6.136705723,6.10775398,5.974264508,5.962922352,6.267952019,5.929584598,NA,NA
Gm10704,112.0638578,0.071768296,1.051004099,0.581874979,0.790638397,6.141388017,7.915212019,7.871780973,7.921343738,8.002116695,8.019071277,7.875013295,6.206989995,6.145775443,NA,NA
Gm10762,66.61970016,-0.031240846,0.978578271,0.845760652,0.934217699,7.266463835,7.117946684,7.254080676,6.974686406,7.07962885,7.339997284,6.994231176,7.132181341,7.169503083,NA,NA
Gm10767,20.14018109,-0.251053726,0.840282459,0.197906685,0.462201277,6.599587654,6.205852041,6.318093011,6.292717774,6.379834956,6.320480186,6.675261819,6.515323102,6.524493116,NA,NA
Gm10785,28.33733993,-0.021590906,0.985145753,0.905984433,0.962207685,6.699822032,6.670258323,6.64569898,6.510518178,6.465819856,6.667103969,6.586256413,6.689961133,6.502672288,NA,NA
Gm10814,6.925722478,-0.119100764,0.920761385,0.524900556,0.752149148,6.07369536,5.867087588,6.098825601,5.865865276,6.140576422,6.100601603,6.121934527,6.103279532,6.027133166,NA,NA
Gm10827,10.12070417,0.080095145,1.057087753,0.677736161,0.846804004,6.141388017,6.173205179,6.098825601,6.17101591,6.333108352,6.019900785,6.155486532,6.350630896,5.980885137,NA,NA
Gm10863,52.1694137,0.163928039,1.120333331,0.340396906,0.61501946,7.167264404,7.081729347,7.010638949,6.847071936,6.987030803,6.934380685,7.06713546,6.967866557,6.664142294,Not_3UTR,1
Gm11110,215.7345108,-0.416837177,0.749065002,0.001273934,0.026610219,8.078086308,8.053756406,7.953440617,7.982660829,8.197395241,8.189101101,8.538911004,8.273949945,8.589505333,NA,NA
Gm11131,378.1544591,-0.249668976,0.84108938,0.063972988,0.261585278,8.395694924,8.721828704,8.711890035,8.896450526,8.942395964,8.814275313,9.070705887,8.870284718,9.155209914,NA,NA
Gm11175,27.70981686,-0.74469767,0.596792922,1.42719e-4,0.005260104,6.425098339,6.447196809,6.36995801,6.26424524,6.072965859,7.148842105,6.567394626,6.57725826,6.98054368,NA,NA
Gm11185,18.20506772,-0.150206733,0.901121326,0.438399802,0.693606016,6.258015995,6.266721519,6.486560375,6.420857192,6.333108352,6.572650887,6.399938782,6.471484756,6.27502863,NA,NA
Gm11198,12.46361526,-0.158359854,0.89604317,0.418637898,0.680762216,6.172567503,6.063346906,6.262349823,6.320118395,6.171718376,6.293068213,6.187317197,6.206989995,6.4336897,NA,NA
Gm11201,5.283821405,0.066215769,1.046966855,0.702959061,0.861671314,5.904420195,6.102301173,5.864929823,6.019666398,6.072965859,5.923646332,6.121934527,5.708899117,5.980885137,Not_3UTR,0
Gm11221,6.346100728,-0.174842659,0.885864126,0.344487786,0.618894833,5.904420195,5.975619219,6.13511179,5.9234539,5.952244695,6.061752769,6.121934527,5.925560861,6.180550254,NA,NA
Gm11223,36.26011628,-0.327951009,0.796667149,0.08715183,0.306269995,6.545157311,6.633512689,6.663806747,6.55209742,6.789252042,6.467291762,6.98161019,6.758448277,7.134092599,NA,NA
Gm1123,15.47541782,-0.047394561,0.96768234,0.807090364,0.915798014,6.309638288,6.295280764,6.201809287,6.396850185,6.35682388,6.346923553,6.376438589,6.238147596,6.384304705,NA,NA
Gm11249,33.26996779,-0.090919735,0.938923984,0.627153275,0.816555275,6.699822032,6.705664697,6.589210322,6.531550318,6.803642018,6.832473729,6.658112058,6.448695455,6.909838148,NA,NA
Gm11258,6.408170517,0.149456012,1.109151172,0.420241262,0.681851726,5.904420195,6.173205179,5.972848937,6.061500293,6.171718376,6.019900785,5.962922352,6.02223266,5.929584598,NA,NA
Gm11281,22.55733724,-0.301594015,0.811355445,0.12205078,0.361868455,6.258015995,6.469953017,6.486560375,6.292717774,6.48599996,6.552552764,6.274532675,6.635277104,6.81842317,NA,NA
Gm11342,5.265944061,0.210143175,1.156802981,0.234443658,0.504259647,6.202286357,5.924861382,6.018354345,6.061500293,5.903899169,6.019900785,5.857199134,5.925560861,5.801722886,NA,NA
Gm11346,85.671441,0.491602986,1.406006229,0.001877891,0.034097883,7.459966564,7.354420317,7.364253452,7.68147836,7.574421264,7.014768489,7.339291328,7.189664793,7.007613336,NA,NA
Gm11353,7.203802785,-0.232961586,0.850886386,0.223455408,0.490635057,5.99647745,6.021380716,6.018354345,6.019666398,5.995842528,6.061752769,6.2176536,6.139823135,6.069543045,NA,NA
Gm11400,24.20995428,-0.113752862,0.924180874,NA,NA,6.581800489,6.534821164,6.418601055,6.488969751,6.445148498,6.444593076,6.888990744,6.515323102,6.303878464,NA,NA
Gm1141,7.087840933,-0.145409787,0.904122532,0.42600257,0.685626677,5.99647745,6.102301173,5.796597378,6.136705723,5.995842528,5.974264508,6.2176536,6.238147596,5.929584598,NA,NA
Gm11410,6.900655402,-0.023722644,0.983691169,0.894306451,0.956703196,5.99647745,6.102301173,6.13511179,6.061500293,5.903899169,6.100601603,6.00750937,6.267952019,5.710928216,NA,NA
Gm11423,69.33398449,-0.490608227,0.711724978,0.002864656,0.044695366,6.833429897,7.005686575,7.109436069,7.052268789,7.090694507,7.378701175,7.14673845,7.265759613,7.597190969,NA,NA
Gm11427,377.2751742,-0.098032256,0.934306457,0.327003353,0.601466811,8.898029733,8.790925938,8.859042109,8.816510527,8.704052942,8.984944738,8.855849908,9.010257834,8.7401696780000009,NA,NA
Gm11453,15.28206107,-0.052143651,0.964502143,NA,NA,6.309638288,6.295280764,6.201809287,6.136705723,6.525002511,6.572650887,6.301343128,6.139823135,6.27502863,NA,NA
Gm11454,6.47469577,-0.132554417,0.912214864,0.463077403,0.711782627,5.904420195,5.924861382,6.018354345,5.797363301,6.229802738,6.100601603,6.155486532,6.064264584,5.980885137,NA,NA
Gm11457,14.19681342,0.028048904,1.019632246,0.885686908,0.952258914,6.309638288,6.236962218,6.201809287,6.292717774,6.423952741,6.234902932,6.327209153,6.324079199,6.244964895,NA,NA
Gm11464,6.996390498,-0.015706865,0.989171882,0.930820471,0.973724774,5.99647745,5.867087588,6.16934025,6.136705723,6.035834653,5.923646332,6.086369202,5.86769505,6.27502863,NA,NA
Gm11472,10.79584445,-0.073400881,0.950394978,0.70564985,0.863772117,6.230721361,6.138788247,6.262349823,6.17101591,6.035834653,6.061752769,6.121934527,6.206989995,6.409372874,NA,NA
Gm11474,10.3064285,-0.469109856,0.722410188,NA,NA,5.849337781,5.975619219,5.972848937,6.203562058,6.072965859,6.100601603,6.327209153,6.206989995,6.566593992,NA,NA
Gm11478,244.9570674,-0.485036129,0.714479177,0.004018557,0.054434642,8.041881695,7.915212019,8.036189021,8.000526693,8.527966452,8.538323406,8.677128833,8.151194693,8.958224066,NA,NA
Gm11483,24.21816608,-0.019623908,0.986489836,NA,NA,6.380929746,6.492117111,6.549548142,6.466870231,6.682388533,6.397243442,6.301343128,6.267952019,6.98054368,NA,NA
Gm11508,6.618131742,0.070937485,1.050399027,0.700169799,0.860217338,6.141388017,6.021380716,6.13511179,6.019666398,5.952244695,5.974264508,6.048404186,6.174293099,5.801722886,NA,NA
Gm11517,5.530806938,-0.00398094,0.997244426,0.981745051,0.993433418,5.783832589,5.867087588,6.018354345,6.136705723,6.072965859,6.136990458,6.048404186,5.86769505,5.871189572,NA,NA
Gm11520,7.096995799,-0.097470018,0.93467064,0.6030206,0.802615433,6.036518737,6.205852041,6.060086965,5.865865276,5.952244695,6.100601603,6.155486532,6.103279532,5.980885137,NA,NA
Gm11532,12.09242034,-0.204506767,0.867835335,0.296190164,0.574300075,6.202286357,6.295280764,6.098825601,6.17101591,6.140576422,6.293068213,6.301343128,6.296554337,6.244964895,3UTR,0
Gm11534,5.778719044,0.312744281,1.242068105,0.082910264,0.298375509,5.99647745,6.173205179,6.16934025,6.061500293,5.952244695,6.019900785,5.79026811,5.798861498,5.929584598,NA,NA
Gm11539,74.65846973,-0.46529812,0.724321387,0.004284131,0.05688745,7.135820852,7.081729347,6.997665144,7.001143885,7.195950777,7.25874029,7.412106873,7.222867507,7.692563914,NA,NA
Gm11557,22.25152821,-0.064220748,0.956461798,0.740535365,0.882732269,6.446318335,6.555427406,6.290755957,6.629961318,6.379834956,6.611575771,6.352216509,6.350630896,6.664142294,NA,NA
Gm11560,20.20998722,0.122916004,1.088933614,0.524978863,0.752182104,6.651011549,6.423804491,6.344464481,6.531550318,6.35682388,6.372486226,6.274532675,6.536446292,6.409372874,NA,NA
Gm11574,14.61745772,-0.323142958,0.799326621,0.097687089,0.324589399,6.334148822,6.236962218,6.13511179,6.203562058,6.201401631,6.444593076,6.422772299,6.238147596,6.4336897,NA,NA
Gm11579,65.09462583,0.276175586,1.210980459,0.084972888,0.302711165,7.227760731,7.187188962,7.0733745,7.289131336,7.273935013,6.801471346,7.200468789,7.071736005,7.02090814,NA,NA
Gm11605,9.364882631,-0.144911375,0.904434935,NA,NA,6.036518737,5.924861382,6.13511179,6.26424524,6.10775398,6.100601603,6.086369202,6.103279532,6.409372874,NA,NA
Gm11613,55.12000197,-0.15833856,0.896056395,0.319446553,0.595214841,7.047583648,6.965660376,6.916484619,6.974686406,6.950247633,6.975298506,7.12454331,6.9262924,7.226272151,NA,NA
Gm11642,5.404786033,-0.043342855,0.970403827,0.792577661,0.909157301,5.99647745,5.798364111,5.796597378,6.203562058,5.952244695,5.707933766,6.155486532,6.064264584,5.980885137,NA,NA
Gm11652,8.033729798,0.190104004,1.140845957,0.308393388,0.584811408,5.952825753,6.138788247,6.36995801,6.203562058,5.952244695,6.061752769,6.00750937,6.064264584,5.980885137,NA,NA
Gm11658,12.17958459,0.263142005,1.200089502,0.178826147,0.440132763,6.202286357,6.374905325,6.36995801,6.203562058,6.283306607,6.293068213,6.048404186,6.064264584,6.180550254,NA,NA
Gm11675,6.866506944,-0.003629505,0.997487381,0.984458427,0.99462407,6.07369536,6.063346906,6.098825601,5.865865276,6.10775398,6.061752769,5.857199134,6.103279532,6.145775443,NA,NA
Gm11688,18.52979502,0.302629728,1.233390576,0.119166485,0.357210534,6.467013222,6.555427406,6.569594313,6.44418066,6.283306607,6.320480186,6.2176536,6.206989995,6.457312602,NA,NA
Gm11696,65.21854497,0.051234852,1.036151422,0.73763416,0.88099467,7.1877723080000004,7.294364196,7.109436069,7.052268789,7.101655548,7.137272738,7.210930082,6.967866557,7.146014586,3UTR,0
Gm11707,42.46677435,-0.768228417,0.587138019,8.74e-5,0.003579178,6.141388017,6.555427406,6.13511179,6.591846604,6.831839427,6.891879941,7.055303801,7.357085803,7.280483841,NA,NA
Gm11760,8.375527888,-0.343330649,0.788219503,0.072619905,0.278284222,6.036518737,6.138788247,6.098825601,5.865865276,5.903899169,6.264583821,6.155486532,6.103279532,6.27502863,NA,NA
Gm11767,26.52767426,-0.253814739,0.838675875,0.182524958,0.444545027,6.467013222,6.595290151,6.201809287,6.629961318,6.562361423,6.630446946,6.567394626,6.791028592,6.606836837,NA,NA
Gm11769,10.55991835,-0.408538277,0.75338631,0.03626318,0.194241531,5.904420195,6.102301173,6.060086965,6.061500293,6.229802738,6.320480186,6.274532675,6.324079199,6.244964895,NA,NA
Gm11796,11.93592696,-5.50238e-4,0.999618677,0.997752823,0.999295853,6.309638288,6.173205179,6.262349823,6.17101591,6.201401631,6.264583821,6.2176536,5.976399088,6.384304705,NA,NA
Gm11808,12.91035578,-0.25235942,0.839522316,0.195842965,0.459455636,6.334148822,6.102301173,6.16934025,6.100332427,6.201401631,6.136990458,6.466627394,6.174293099,6.480291965,NA,NA
Gm11814,5.733658133,0.171938456,1.126571169,0.347847106,0.622135803,6.07369536,5.975619219,6.018354345,6.100332427,6.035834653,6.100601603,5.857199134,5.86769505,5.929584598,NA,NA
Gm11847,40.92233386,0.066166311,1.046930963,0.695231214,0.857531698,6.847264203,6.670258323,6.944211782,6.76897723,6.925028591,6.817087323,6.817618838,6.791028592,6.769558939,NA,NA
Gm11857,8.265749974,0.083032347,1.059242084,0.665661328,0.8384731,6.108525823,6.138788247,5.972848937,6.136705723,6.229802738,5.974264508,6.086369202,6.064264584,6.180550254,NA,NA
Gm11870,10.47917597,0.22122593,1.165723739,0.248431454,0.520527025,6.403316082,6.102301173,6.290755957,6.136705723,6.201401631,5.974264508,6.327209153,6.064264584,5.980885137,NA,NA
Gm11942,1630.314392,-0.412763092,0.751183307,NA,NA,10.47040623,10.52420654,10.40228288,10.15941716,10.71412356,10.64426825,10.62409772,10.49094787,11.88592117,NA,NA
Gm11944,17.91671537,0.278611373,1.213026757,0.147715149,0.398043596,6.334148822,6.575575196,6.418601055,6.420857192,6.465819856,6.346923553,6.301343128,6.238147596,6.331640244,NA,NA
Gm11953,19.13816455,0.083707752,1.059738089,0.669000113,0.841198367,6.526262631,6.670258323,6.464510319,6.292717774,6.140576422,6.397243442,6.246676517,6.296554337,6.566593992,NA,NA
Gm11960,25.725428,0.129645466,1.094024818,0.491974553,0.733244265,6.446318335,6.614595564,6.627242423,6.591846604,6.64961398,6.572650887,6.376438589,6.376297745,6.700537871,NA,NA
Gm11963,6.883103029,-0.266174046,0.831521778,0.155029191,0.409511997,6.141388017,5.924861382,5.972848937,5.974049955,5.848885414,6.019900785,6.121934527,6.139823135,6.213534736,NA,NA
Gm11964,5.529748501,-0.086875651,0.941559616,0.638091894,0.822713666,5.99647745,5.975619219,5.972848937,5.9234539,5.995842528,6.100601603,6.00750937,5.925560861,6.027133166,NA,NA
Gm11966,7.17770391,0.076969552,1.054800055,0.685668632,0.851843458,6.172567503,6.021380716,6.060086965,6.061500293,6.072965859,6.019900785,5.913474195,6.103279532,6.108906869,NA,NA
Gm11970,44.71812925,-0.347116456,0.786153831,0.056438745,0.245257271,6.599587654,6.614595564,6.916484619,6.785072997,6.886074365,7.040335828,6.846745409,6.822613591,7.226272151,NA,NA
Gm11973,28.94417403,-0.456891491,0.728554352,0.014123509,0.114948967,6.634178156,6.513728185,6.232750909,6.591846604,6.445148498,6.667103969,6.802746604,6.741759655,6.802389587,NA,NA
Gm11989,10.002171,0.03869713,1.027185776,0.842996268,0.932907619,6.07369536,6.236962218,6.16934025,6.234576773,6.140576422,6.203875162,6.086369202,6.174293099,6.145775443,NA,NA
Gm11998,35.86769555,-0.593401142,0.662778569,9.32537e-4,0.021554134,6.403316082,6.595290151,6.663806747,6.736003471,6.423952741,6.86258999,6.902711578,6.897674687,6.994160047,NA,NA
Gm12009,8.384188357,-0.338962632,0.790609594,0.0759911,0.285019018,5.904420195,6.021380716,6.018354345,6.17101591,5.952244695,6.100601603,6.246676517,6.103279532,6.331640244,NA,NA
Gm12017,15.60373328,0.006878015,1.004778859,NA,NA,6.172567503,6.652060986,6.394648605,6.136705723,6.171718376,6.421260191,6.327209153,6.238147596,6.303878464,NA,NA
Gm12020,12.83838235,-0.079512843,0.946377158,0.682001875,0.849379625,6.446318335,6.205852041,6.344464481,5.974049955,6.072965859,6.293068213,6.155486532,6.296554337,6.358419267,NA,NA
Gm12033,5.344009472,-0.112562123,0.924943968,0.530818195,0.756087919,5.849337781,5.975619219,6.018354345,5.9234539,5.995842528,5.974264508,6.00750937,5.86769505,6.180550254,NA,NA
Gm12070,42.87128886,0.234864443,1.176796159,0.165969896,0.422987578,6.976638932,6.909942368,6.749645064,6.947586122,6.937710357,6.906231944,6.772346758,6.635277104,6.752741169,NA,NA
Gm12107,6.483890265,0.165457053,1.121521325,0.375672668,0.645071055,6.141388017,5.924861382,6.13511179,6.061500293,6.072965859,6.100601603,5.962922352,5.925560861,5.929584598,NA,NA
Gm12129,10.85652991,-0.005708958,0.996050671,0.976731479,0.992198096,6.141388017,6.173205179,6.290755957,6.203562058,6.140576422,6.171315241,6.274532675,6.103279532,6.213534736,NA,NA
Gm12174,5.869025926,6.6896e-4,1.000463795,0.997074762,0.998984586,6.141388017,5.924861382,5.972848937,6.061500293,5.903899169,5.923646332,5.913474195,6.064264584,6.108906869,NA,NA
Gm12176,163.225651,-0.320193959,0.800962187,NA,NA,7.844747097,7.850233126,7.805396893,7.487338932,7.907356349,8.030703704,7.703346729,7.819647982,8.647910664,NA,NA
Gm12182,32.4874807,0.071591404,1.050875241,0.70384529,0.862171461,6.761370534,6.83601681,6.749645064,6.55209742,6.580478645,6.73652936,6.548134872,6.425268945,6.865107969,NA,NA
Gm12183,41.81878666,0.001334911,1.000925718,0.993818678,0.99831915,6.87440401,6.705664697,6.716194756,6.961218959,6.886074365,6.920396921,6.861013477,6.868280331,6.664142294,NA,NA
Gm12184,21.64059511,-0.10800065,0.92787305899999994,0.581320732,0.790280083,6.467013222,6.138788247,6.569594313,6.320118395,6.615681097,6.444593076,6.724981432,6.267952019,6.545789776,NA,NA
Gm12185,279.8010753,-0.11165003,0.925528916,0.42473321000000003,0.684891114,8.346171658,8.27045622,8.701275632,8.600061514,8.343398484,8.638934429,8.677128833,8.649176151,8.249041186,NA,NA
Gm12207,7.413502543,0.116033391,1.08375105,0.510122366,0.743702371,6.036518737,5.924861382,6.13511179,6.100332427,6.283306607,6.136990458,6.2176536,5.86769505,5.710928216,NA,NA
Gm12216,203.1346786,-0.371113345,0.77318559,0.031823331,0.180902103,7.663003601,7.965025812,7.684318665,8.156856873,8.32649975,7.971518109,8.337808661,8.331464858,8.678095984,NA,NA
Gm12231,9.839299359,-0.009881611,0.993173993,0.958656768,0.984425554,6.07369536,6.021380716,6.318093011,5.974049955,6.308626481,6.136990458,6.00750937,6.296554337,6.180550254,NA,NA
Gm12250,3490.264945,-0.199297345,0.870974662,0.012826952,0.108746155,11.55153987,11.66434654,11.78566962,11.77650275,11.76688404,11.89432829,11.9216117,12.02579919,11.8096886,3UTR,104
Gm12254,7.11868004,0.133229701,1.096746195,0.477725658,0.722267106,5.952825753,6.205852041,6.13511179,6.136705723,5.995842528,6.100601603,6.048404186,5.86769505,6.027133166,NA,NA
Gm12258,164.5040182,0.039072513,1.02745308,0.786328347,0.905356038,7.977482166,7.850233126,7.83234788,8.18815329,7.913118585,7.857973848,8.158949661,7.955989229,7.684876776,NA,NA
Gm12266,18.66487591,-0.033355176,0.977145174,0.864155236,0.942588355,6.108525823,6.469953017,6.394648605,6.346550867,6.580478645,6.630446946,6.528454511,6.103279532,6.303878464,NA,NA
Gm12276,8.962571707,-0.488419074,0.712805773,0.011756689,0.104367474,6.108525823,5.924861382,5.922376717,5.974049955,6.072965859,6.203875162,6.327209153,6.238147596,6.244964895,NA,NA
Gm12286,24.24199839,-0.107124134,0.928436963,0.580523962,0.78982852,6.380929746,6.447196809,6.733059057,6.396850185,6.48599996,6.572650887,6.487729763,6.350630896,6.786104847,NA,NA
Gm12319,19.84411769,0.180456298,1.133242252,0.34953605,0.623397548,6.563663201,6.399726254,6.589210322,6.320118395,6.465819856,6.346923553,6.301343128,6.536446292,6.303878464,NA,NA
Gm12346,10.75473368,0.068624936,1.048716652,0.725771164,0.874345631,6.202286357,6.236962218,6.290755957,6.203562058,6.072965859,6.234902932,6.187317197,6.103279532,6.145775443,NA,NA
Gm12355,20.68883596,-0.357266542,0.780642254,0.066447058,0.266572266,6.258015995,6.295280764,6.36995801,6.203562058,6.580478645,6.51095711,6.622866977,6.376297745,6.700537871,NA,NA
Gm12359,26.28120781,0.072070802,1.051224498,0.697812809,0.858846534,6.487216191,6.652060986,6.464510319,6.736003471,6.562361423,6.444593076,6.528454511,6.635277104,6.566593992,3UTR,0
Gm12403,20.02623166,-0.091963443,0.938244971,0.634919991,0.820731098,6.425098339,6.633512689,6.290755957,6.292717774,6.379834956,6.51095711,6.567394626,6.324079199,6.4336897,NA,NA
Gm12416,17.16268295,0.244378624,1.184582455,0.210377829,0.475265318,6.403316082,6.595290151,6.508060812,6.234576773,6.333108352,6.346923553,6.2176536,6.376297745,6.213534736,NA,NA
Gm12419,93.39105552,0.077945133,1.055513574,0.604405185,0.803128891,7.451791451,7.484224582,7.55914118,7.415485068,7.311125631,7.636418197,7.241778228,7.366828043,7.280483841,NA,NA
Gm12454,35.31850757,0.25043694,1.189567337,0.150702505,0.403773457,6.805203296,6.688121161,6.782026449,6.876757291,6.789252042,6.552552764,6.69211499,6.57725826,6.769558939,NA,NA
Gm12481,7.955061823,-0.077415718,0.947753827,0.673457166,0.84378374,5.952825753,6.236962218,6.232750909,5.974049955,5.848885414,6.019900785,6.121934527,6.02223266,6.27502863,NA,NA
Gm12504,70.23889629,-0.058511263,0.960254508,0.725719912,0.874345631,7.012667779,7.263196085,7.383269841,7.076997954,7.101655548,7.289847064,7.113286157,7.020990772,7.401575374,NA,NA
Gm12522,18.48145042,0.164982966,1.121152841,0.392237777,0.658572069,6.230721361,6.399726254,6.486560375,6.531550318,6.505718567,6.372486226,6.376438589,6.324079199,6.331640244,3UTR,0
Gm12537,15.69646137,0.111636018,1.080452777,0.568532052,0.781131527,6.284288629,6.469953017,6.344464481,6.420857192,6.257064992,6.346923553,6.155486532,6.064264584,6.524493116,NA,NA
Gm12592,5.619533251,0.00932408,1.00648389,0.959805417,0.985158768,6.036518737,5.975619219,6.018354345,5.974049955,5.995842528,6.019900785,6.048404186,6.02223266,5.871189572,NA,NA
Gm12596,6.094863825,-0.035309197,0.975822601,0.847987821,0.935450552,6.108525823,6.063346906,5.922376717,6.061500293,5.848885414,6.100601603,6.00750937,6.064264584,5.929584598,NA,NA
Gm12630,9.277433031,-0.147024911,0.903110916,0.44060372799999997,0.694910205,6.141388017,6.236962218,5.972848937,5.865865276,6.201401631,6.019900785,6.2176536,6.238147596,6.244964895,NA,NA
Gm12634,20.38458178,0.227962922,1.171180081,0.239627716,0.510435672,6.467013222,6.670258323,6.589210322,6.320118395,6.40219548,6.531997572,6.274532675,6.324079199,6.331640244,NA,NA
Gm12641,6.008017811,-0.219676523,0.858757963,0.225332207,0.492950001,6.07369536,5.975619219,5.922376717,5.865865276,5.903899169,6.136990458,5.962922352,5.925560861,6.244964895,NA,NA
Gm12655,35.97575464,0.028696358,1.02008994,0.874582033,0.947512104,6.715567471,6.614595564,6.733059057,6.891297244,6.774658828,6.785617119,6.902711578,6.493680919,6.700537871,NA,NA
Gm12669,16.01011543,0.004740955,1.003291585,0.980640353,0.993433418,6.425098339,6.138788247,6.464510319,6.372103064,6.257064992,6.444593076,6.376438589,6.238147596,6.27502863,NA,NA
Gm12696,463.6759771,-0.220287412,0.858394411,0.018203712,0.132687635,9.009800087,9.012107717,9.020951213,8.978003836,9.035262904,9.321813293,9.318153353,9.058683944,9.122852031,NA,NA
Gm12704,7.622460771,-0.337506226,0.791408121,0.065191196,0.263947681,5.783832589,6.138788247,6.060086965,5.9234539,5.903899169,6.203875162,6.121934527,6.376297745,5.980885137,NA,NA
Gm12722,6.444052225,0.189787878,1.140595999,0.235407876,0.505454232,5.783832589,6.102301173,6.262349823,5.707836741,6.35682388,5.974264508,6.048404186,5.86769505,5.801722886,NA,NA
Gm12728,7.405229837,0.032865022,1.02304175,0.858137369,0.940316524,5.952825753,5.798364111,6.16934025,6.17101591,6.201401631,5.923646332,6.048404186,6.103279532,6.145775443,NA,NA
Gm12735,5.156202858,0.213892124,1.159812927,0.209435497,0.474483219,6.108525823,6.138788247,5.972848937,5.974049955,5.952244695,5.79750013,6.00750937,6.02223266,5.491007067,NA,NA
Gm12743,7.289496696,-0.216157515,0.860855194,NA,NA,5.952825753,6.138788247,6.018354345,5.9234539,5.952244695,6.019900785,6.399938782,6.139823135,5.871189572,NA,NA
Gm12758,20.30228644,0.106601575,1.076688989,0.581944628,0.79065404,6.563663201,6.575575196,6.529046345,6.372103064,6.257064992,6.489400114,6.246676517,6.471484756,6.409372874,NA,NA
Gm12764,36.86411517,0.18217003,1.134589195,0.310945383,0.587316678,6.761370534,6.595290151,6.930435773,6.876757291,6.817835645,6.630446946,6.741017502,6.83805573,6.545789776,NA,NA
Gm12791,8.991512336,0.008447307,1.005872403,0.965104486,0.987865655,5.99647745,6.173205179,6.16934025,6.100332427,6.201401631,5.974264508,6.086369202,6.174293099,6.244964895,NA,NA
Gm12799,5.207534829,0.020195496,1.014096888,0.911698405,0.964159394,5.904420195,5.975619219,6.060086965,5.974049955,5.995842528,5.974264508,6.00750937,5.86769505,6.027133166,NA,NA
Gm12816,5.992789187,-0.014819782,0.98978029,0.934905215,0.975147461,5.952825753,5.975619219,6.060086965,6.061500293,5.995842528,5.79750013,6.086369202,5.925560861,6.180550254,NA,NA
Gm12838,8.26677853,-0.101193065,0.93226172,0.595439137,0.799075357,6.202286357,6.021380716,6.060086965,6.019666398,6.072965859,6.136990458,6.121934527,6.296554337,5.929584598,NA,NA
Gm12847,5.602669554,0.142749631,1.104007238,NA,NA,6.036518737,6.063346906,5.972848937,6.061500293,6.035834653,5.923646332,6.048404186,6.064264584,5.491007067,NA,NA
Gm12864,6.361149402,0.10820505,1.077886334,0.556345766,0.773961151,6.230721361,6.063346906,6.018354345,5.9234539,5.995842528,5.974264508,6.00750937,6.103279532,5.871189572,NA,NA
Gm12912,9.395581812,-0.152734374,0.899543919,0.43304826,0.689878135,6.07369536,6.173205179,6.018354345,6.061500293,6.201401631,6.234902932,6.2176536,6.139823135,6.145775443,NA,NA
Gm12917,9.134879063,-0.032751843,0.9775539,0.858159653,0.940316524,6.172567503,6.349276525,6.060086965,5.865865276,6.072965859,6.019900785,5.913474195,6.238147596,6.331640244,NA,NA
Gm12932,39.66826743,-0.11699614,0.922105585,0.492226263,0.733360433,6.731067875,6.756515251,6.627242423,6.816531649,6.899214997,6.920396921,6.861013477,6.758448277,6.802389587,NA,NA
Gm12933,5.114425492,0.032397732,1.02271044,0.843951601,0.933326388,5.952825753,6.205852041,6.060086965,5.491007067,5.903899169,5.974264508,5.962922352,5.86769505,6.027133166,NA,NA
Gm12940,458.1975296,-0.040378763,0.972399621,0.68282306,0.850090958,9.245983394,8.950203,9.046227975,9.029880964,9.07077451,9.019602228,9.212910143,9.15870862,9.035688741,NA,NA
Gm12966,11.36949201,0.115630625,1.083448534,0.547385665,0.767707392,6.334148822,6.295280764,6.018354345,6.372103064,6.10775398,5.923646332,6.301343128,6.139823135,6.244964895,NA,NA
Gm12969,6.503534343,0.082089701,1.058550209,0.653241832,0.831674576,6.036518737,6.063346906,6.018354345,5.9234539,6.201401631,6.136990458,5.79026811,5.976399088,6.069543045,NA,NA
Gm12981,5.361330249,0.209739139,1.156479056,0.204677607,0.46971635900000003,6.334148822,6.063346906,5.922376717,6.019666398,5.697980861,5.86603239,5.913474195,5.925560861,5.871189572,NA,NA
Gm12992,130.2983157,-0.380029618,0.768421815,0.006169898,0.07085161,7.59147771,7.672392025,7.550900859,7.469754352,7.618262154,8.042237465,7.86256586,7.943583885,7.597190969,3UTR,0
